Timestamp,Score,Nama,Email,1. Status Bpk/Ibu/Saudara/i:,2. Berapa lama Bpk/Ibu/Saudara/i bergabung atau mengenal STT Wastukancana?,3. Apakah Bpk/Ibu/Saudara/i pernah membaca visi dan misi STT Wastukancana?,4.  Media sumber Bpk/Ibu/Saudara/i mendapatkan informasi tentang visi dan misi STT Wastukancana? (Jawaban boleh lebih dari satu),3. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?,5. Saya memahami Visi dan Misi STT Wastukancana.,6. Saya memahami bahwa Visi dan Misi STT Wastukancana harus dilaksanakan.,7. Saya memahami fungsi Visi dan Misi STT Wastukancana sebagai arahan dalam kegiatan akademik.,8. Saya memahami dengan baik bahwa setiap program harus dilaksanakan harus berdasarkan Visi dan Misi STT Wastukancana.,9. Saya memahami Visi dan Misi STT Wastukancana sudah realistik.,10. Visi dan Misi STT Wastukancana telah tercermin pada: (jawaban boleh lebih dari satu),,5. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?
7/26/2024 22:00:23,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 22:23:42,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 22:40:34,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,5,4,5,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 22:44:04,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 22:45:42,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 22:46:13,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 22:54:23,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,4,4,4,4,4,Proses Pembelajaran,,
7/26/2024 23:25:07,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,4,4,4,4,4,Kurikulum,,
7/27/2024 0:20:12,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 0:23:40,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Kompetensi Dosen",,
7/27/2024 0:30:20,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 0:43:31,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 0:46:36,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,Proses Pembelajaran,,
7/27/2024 1:18:37,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,1,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/27/2024 1:20:22,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,4,4,4,4,4,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/27/2024 1:44:13,0,,,Mahasiswa,1 - 5 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,3,3,3,3,3,Penelitian Mahasiswa,,
7/27/2024 1:54:23,0,,,Mahasiswa,-1 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,5,5,5,5,5,Penelitian Mahasiswa,,
7/27/2024 1:55:25,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Penelitian Mahasiswa, Kompetensi Lulusan",,
7/27/2024 1:56:48,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 3:54:33,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,2,2,Proses Pembelajaran,,
7/27/2024 5:15:27,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 8:24:23,0,,,Mahasiswa,-1 Tahun,,Standing Banner,Ya,4,5,4,4,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/27/2024 8:25:43,0,,,Mahasiswa,-1 Tahun,,Standing Banner,Ya,4,5,4,4,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/27/2024 8:48:01,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 8:58:45,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 9:23:29,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 9:36:20,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Lulusan",,
7/27/2024 9:59:56,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 10:36:54,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Penelitian Dosen, Kompetensi Lulusan",,
7/27/2024 10:43:49,0,,,Pengguna lulusan/Industri,-1 Tahun,,,Tidak,,,,,,,,
7/27/2024 10:48:17,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,4,4,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/27/2024 10:54:27,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 10:56:50,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,1,1,1,1,1,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/27/2024 11:10:28,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,1,1,1,"Kurikulum, Penelitian Mahasiswa",,
7/27/2024 11:17:54,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,4,Proses Pembelajaran,,
7/27/2024 11:44:51,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 12:22:10,0,,,Mahasiswa,6 - 10 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,5,5,5,4,4,"Kurikulum, Proses Pembelajaran",,
7/27/2024 12:29:23,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,2,2,2,2,2,Kurikulum,,
7/27/2024 12:31:26,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/27/2024 12:35:12,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/27/2024 12:45:43,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 13:20:33,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Proses Pembelajaran,,
7/27/2024 13:21:09,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/27/2024 13:27:15,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/27/2024 13:28:14,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/27/2024 13:30:35,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 13:50:54,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,3,"Kurikulum, Proses Pembelajaran",,
7/27/2024 13:53:59,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/27/2024 14:04:34,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 15:45:42,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/27/2024 15:48:47,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/27/2024 16:10:04,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/27/2024 16:43:27,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,2,4,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/27/2024 16:44:25,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,3,3,3,4,3,Penelitian Dosen,,
7/27/2024 16:46:04,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,3,3,3,3,3,Penelitian Dosen,,
7/27/2024 16:55:52,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,5,4,4,4,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 17:23:04,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,5,5,5,5,5,Penelitian Mahasiswa,,
7/27/2024 17:43:26,0,,,Pengguna lulusan/Industri,1 - 5 Tahun,,Media sosial,Ya,4,4,3,2,3,Penelitian Mahasiswa,,
7/27/2024 17:58:12,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/27/2024 18:02:20,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,1,3,3,1,4,Kompetensi Dosen,,
7/27/2024 18:54:51,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,3,3,3,3,3,Kurikulum,,
7/27/2024 18:57:44,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 19:34:17,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 19:48:43,0,,,Mahasiswa,+ 10 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/27/2024 19:56:18,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,4,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/27/2024 20:34:15,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,4,4,4,4,4,Penelitian Dosen,,
7/27/2024 20:34:57,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,4,3,4,3,5,Penelitian Mahasiswa,,
7/27/2024 21:08:34,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/27/2024 21:18:55,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,3,3,"Penelitian Dosen, Penelitian Mahasiswa",,
7/27/2024 21:32:02,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,3,3,3,4,3,"Kurikulum, Proses Pembelajaran",,
7/27/2024 22:33:38,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Kurikulum,,
7/27/2024 22:50:34,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,4,2,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/27/2024 23:15:00,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/27/2024 23:15:56,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/28/2024 0:12:58,0,,,Mahasiswa,-1 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,2,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/28/2024 0:20:53,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 0:54:27,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/28/2024 1:11:13,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/28/2024 1:35:33,0,,,Mahasiswa,1 - 5 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,3,3,3,3,3,Penelitian Dosen,,
7/28/2024 1:53:50,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,3,4,4,3,3,Kurikulum,,
7/28/2024 3:03:45,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/28/2024 3:04:34,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/28/2024 5:56:35,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,4,4,4,4,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 6:38:37,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 8:39:13,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,5,5,4,Proses Pembelajaran,,
7/28/2024 10:02:15,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/28/2024 10:04:46,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,4,4,4,Kurikulum,,
7/28/2024 10:10:50,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,3,3,4,4,Kurikulum,,
7/28/2024 10:12:13,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,3,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/28/2024 10:15:46,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Dosen",,
7/28/2024 10:33:02,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/28/2024 10:34:55,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kurikulum,,
7/28/2024 10:54:38,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/28/2024 10:56:30,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/28/2024 11:13:23,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,3,4,4,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 11:16:30,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,3,4,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 11:52:42,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,3,3,Kurikulum,,
7/28/2024 12:38:30,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,5,5,2,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 12:45:33,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/28/2024 14:00:22,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 14:01:27,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 14:14:50,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Penelitian Dosen,,
7/28/2024 16:01:07,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 17:20:56,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,Kurikulum,,
7/28/2024 17:43:49,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,2,3,3,3,Kompetensi Dosen,,
7/28/2024 18:08:30,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,5,5,5,5,5,Proses Pembelajaran,,
7/28/2024 19:16:23,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/28/2024 20:46:07,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Kompetensi Dosen",,
7/28/2024 21:28:01,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/28/2024 22:44:07,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,4,5,"Kurikulum, Proses Pembelajaran",,
7/28/2024 23:03:25,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/28/2024 23:20:12,0,,,Mahasiswa,6 - 10 Tahun,,Sodara,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/29/2024 1:41:56,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Kompetensi Lulusan",,
7/29/2024 5:15:25,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Penelitian Mahasiswa,,
7/29/2024 7:04:37,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,5,5,4,5,4,Proses Pembelajaran,,
7/29/2024 8:17:22,0,,,Alumni,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Standing Banner, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/29/2024 8:22:04,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Penelitian Mahasiswa,,
7/29/2024 10:11:00,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,2,2,2,2,2,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/29/2024 10:22:32,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/29/2024 10:26:02,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/29/2024 10:30:24,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/29/2024 12:17:41,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/29/2024 12:36:36,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,4,4,4,4,3,"Kurikulum, Penelitian Dosen, Kompetensi Dosen",,
7/29/2024 12:53:53,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,3,Proses Pembelajaran,,
7/29/2024 13:04:15,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,3,3,4,4,3,"Kurikulum, Penelitian Dosen, Penelitian Mahasiswa",,
7/29/2024 14:22:35,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/29/2024 14:53:37,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Lulusan",,
7/29/2024 16:15:00,0,,,Dosen,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/29/2024 17:05:01,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial, ",Ya,3,2,2,5,2,"Kurikulum, Penelitian Mahasiswa",,
7/29/2024 17:26:53,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Kurikulum,,
7/29/2024 18:10:08,0,,,Mahasiswa,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,2,1,2,2,2,"Proses Pembelajaran, Kompetensi Lulusan",,
7/29/2024 18:11:54,0,,,Mahasiswa,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/29/2024 18:27:02,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/29/2024 18:34:03,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/29/2024 18:36:35,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/29/2024 18:39:39,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,4,4,4,4,4,Kurikulum,,
7/29/2024 18:42:14,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
